id,name,nameShortened
515239,"ESEA Pre-Season Circuit 2023: North American Open Qualifier #8","ESEA Pre-Season Circ"
515242,"Russian Cybersport League 2023","Russian Cybersport L"
515251,"ESM 2023","ESM 2023"
515265,"ESEA Pre-Season Circuit 2023: North American Final","ESEA Pre-Season Circ"
515266,"ESL Impact Cash Cup: North America - Summer 2023 #3","ESL Impact Cash Cup:"
515286,"RedZone PRO League 2023 Season 5","RedZone PRO League 2"
515288,"TG Masters Fall 2023","TG Masters Fall 2023"
515298,"Copa de la Liga 2023","Copa de la Liga 2023"
515299,"CBCS Masters 2023","CBCS Masters 2023"
515304,"Intel Extreme Masters Sydney 2023: Oceanic Open Qualifier #1","Intel Extreme Master"
515305,"Intel Extreme Masters Sydney 2023: Asian Open Qualifier #1","Intel Extreme Master"
515306,"Intel Extreme Masters Sydney 2023: European Open Qualifier #1","Intel Extreme Master"
515307,"Intel Extreme Masters Sydney 2023: North American Open Qualifier #1","Intel Extreme Master"
515317,"Intel Extreme Masters Sydney 2023: Oceanic Open Qualifier #2","Intel Extreme Master"
515320,"Intel Extreme Masters Sydney 2023: Asian Open Qualifier #2","Intel Extreme Master"
515322,"Intel Extreme Masters Sydney 2023: European Open Qualifier #2","Intel Extreme Master"
515323,"Intel Extreme Masters Sydney 2023: North American Open Qualifier #2","Intel Extreme Master"
515325,"ESL Impact Cash Cup: Europe - Summer 2023 #4","ESL Impact Cash Cup:"
515328,"TEC Arena Connect Kochi 2023","TEC Arena Connect Ko"
515329,"Gamers8 2023","Gamers8 2023"
515330,"ESL Impact Cash Cup: North America - Summer 2023 #4","ESL Impact Cash Cup:"
515334,"The International 2023 - China Qualifier","The International 2023"
515337,"The International 2023 - North America Qualifier","The International 2023"
515344,"IESF World Esports Championship 2023 CSGO","IESF WEC 2023 CSGO"
515345,"IESF World Esports Championship 2023 DOTA2","IESF WEC 2023 DOTA2"
515350,"IESF World Championship 2023 CSGO - Female","IESF WEC 2023 CSGO - Female"
515352,"Intel Extreme Masters Sydney 2023: Oceanic Qualifier","Intel Extreme Master"
515353,"Intel Extreme Masters Sydney 2023: European Qualifier","Intel Extreme Master"
515354,"Intel Extreme Masters Sydney 2023: Asian Qualifier","Intel Extreme Master"
515359,"The International 2023 - Eastern Europe Qualifier","The International 2023"
515360,"The International 2023 - South America Qualifier","The International 2023"
515362,"Intel Extreme Masters Sydney 2023: North American Qualifier","Intel Extreme Master"
515364,"Thunderpick World Championship 2023: North American Series #2","Thunderpick World Ch"
515367,"Krasnoyarsk Mayor Cup 2023","Krasnoyarsk Mayor Cu"
515372,"IESF World Championship 2023","IESF World Champions"
515374,"The International 2023 - Western Europe Qualifier","The International 2023"
515375,"The International 2023 - Southeast Asia Qualifier","The International 2023"
515376,"PLE Superpuchar 2023","PLE Superpuchar 2023"
515378,"Gamers Club Liga Série A: August 2023","Gamers Club Liga Série A"
515379,"Skyesports Masters 2023","Skyesports Masters 2"
515382,"Polska Liga Esportowa Superpuchar 2023","Polska Liga Esportow"
515384,"5E Arena Asia Cup Fall 2023","5E Arena Asia Cup Fa"
515385,"UKIC Invitational Summer 2023","UKIC Invitational Su"
515393,"MMPOWER Tournament 2023","MMPOWER Tournament 2"
515399,"IESF World Esports Championship 2023","IESF World Esports C"
515405,"IESF Female World Esports Championship 2023","IESF Female World Es"
515425,"Thunderpick World Championship 2023: European Series #2","Thunderpick World Ch"
515427,"RTP Arena Cup 2023","RTP Arena Cup 2023"
515428,"Ace North American Masters Fall 2023","Ace North American M"
515429,"RES Western European Masters: Fall 2023","RES Western European"
515432,"ESL Premiership Autumn 2023","ESL Premiership Autu"
515452,"CBCS 2023 Season 2","CBCS 2023 Season 2"
515466,"Pelaajat.com Series Fall 2023","Pelaajat.com Series "
515548,"Pelaajat.com Nordic Masters Fall 2023","Pelaajat.com Nordic "
515549,"RES Eastern European Masters: Fall 2023","RES Eastern European"
515609,"Majstrovstvá SR 2023","Majstrovstvá SR 2023"
515616,"Gamers Club Liga Série A: September 2023 (Playoffs only)","Gamers Club Liga Série A"
515621,"GEMS Women Circuit 2023/2024 Tour 1","GEMS Women Circuit 2"
515622,"GEMS Women Circuit 2023/2024 Tour 1 - Group Stage","GEMS Women Circuit 2"
515625,"ESL Impact Cash Cup: Europe - Summer 2023 #6","ESL Impact Cash Cup:"
515626,"RedZone PRO League 2023 Season 6","RedZone PRO League 2"
515627,"ESL Impact Cash Cup: South America - Summer 2023 #6","ESL Impact Cash Cup:"
515628,"ESL Impact Cash Cup: North America - Summer 2023 #6","ESL Impact Cash Cup:"
515640,"TC Prague Fall 2023","Tipsport Cup Prague Fall 2023"
515646,"Global Esports Games 2023: Europe Qualifier","Global Esports Games"
515660,"Tipsport Cup Prague Fall 2023","Tipsport Cup Prague Fall 2023"
515668,"VS Gaming League Masters 2023","VS Gaming League Mas"
515671,"Swisscom Hero League Fall 2023","Swisscom Hero League"
515685,"XL Games 2023","XL Games 2023"
515691,"MängudeÖÖ 2023: Estonia vs Finland","MängudeÖÖ 2023: E"
515700,"Skyesports Souvenir 2023","Skyesports Souvenir "
515709,"BLAST Premier: Fall European Showdown 2023","BLAST Premier: Fall "
515711,"BLAST Premier: Fall American Showdown 2023","BLAST Premier: Fall "
515722,"ESL Challenger at DreamHack Winter 2023: European Open Qualifier","ESL Challenger at Dr"
515723,"FiReLEAGUE Academy 2023: Finals","FiReLEAGUE Academy 23: Finals"
515730,"Aveiro Techdays Cup 2023","Aveiro Techdays Cup 2023"
515753,"ESL Challenger at DreamHack Winter 2023: European Qualifier","ESL Challenger at Dr"
515760,"ESL Challenger at DreamHack Winter 2023: North American Qualifier","ESL Challenger at Dr"
515771,"The International 2023","The International 20"
515780,"ESL Challenger at DreamHack Winter 2023: Asian Open Qualifier","ESL Challenger at Dr"
515781,"Polska Liga Esportowa 2023: Split #3","Polska Liga Esportowa 2023"
515782,"ESL Challenger at DreamHack Winter 2023: South American Open Qualifier","ESL Challenger at Dr"
515785,"Gamers Club Liga Feminina: Super Edition 2023","GC Liga Fem: Super 2023"
515792,"BGS Esports 2023","BGS Esports 2023"
515796,"Tipsport Cup Prague Fall 2023 (LAN FINALS)","Tipsport Cup Prague Fall LAN"
515797,"Intel Extreme Masters Sydney 2023","Intel Extreme Master"
515798,"Compass Fall 2023","Compass Fall 2023"
515805,"KosICT Champions 2023","KosICT Champions 202"
515807,"AGS CUP 2023","AGS CUP 2023"
539824,"ESEA Cash Cup: Europe - Autumn 2023 #2","ESEA Cash Cup: Europ"
540440,"ESL Challenger at DreamHack Atlanta 2023: South American Open Qualifier","ESL Challenger at Dr"
540701,"ESL Impact Cash Cup: South America - Autumn 2023 #2","ESL Impact Cash Cup:"
543010,"Roobet Cup 2023","Roobet Cup 2023"
544649,"Esports Battles October 2023 CS2","Esports Battles Oct 2023 CS2"
544669,"Esports Battles November 2023 CS2","Esports Battles Nov 2023 CS2"
544686,"Esports Battles December 2023 CS2","Esports Battles Dec 2023 CS2"
545198,"ESL Challenger at DreamHack Atlanta 2023: South American Qualifier","ESL Challenger at Dr"
549706,"Thunderpick World Championship 2023","Thunderpick World Ch"
551221,"CBCS 2023 Season 3","CBCS 2023 S3 "
554399,"ESL Challenger at DreamHack Winter 2023: Asian Qualifier","ESL Challenger at Dr"
554840,"Beske Bes 2023","Beske Bes 2023"
554844,"Game Arena Cup 2023 Season 1","Game Arena Cup 2023 "
554850,"ESEA Cash Cup: Europe - Autumn 2023 #3","ESEA Cash Cup: Europ"
554854,"MČR 2023","MČR 2023"
554855,"Pan American Esports Championships 2023: Women's Event","Pan American Esports"
554856,"Pan American Esports Championships 2023: Open","Pan American Esports"
554859,"MESA Pro Series: Fall 2023","MESA Pro Series: Fal"
554860,"Good Game-ligaen Fall 2023","Good Game-ligaen Fal"
554868,"DreamHack Hyderabad Invitational 2023","DreamHack Hyderabad "
554869,"Female Bay Cup 2023","Female Bay Cup 2023"
554870,"ESL Impact Cash Cup: South America - Autumn 2023 #4","ESL Impact Cash Cup:"
554872,"CS Asia Championships 2023","CS Asia Championship"
554875,"ESEA Cash Cup: Europe - Autumn 2023 #4","ESEA Cash Cup: Europ"
555361,"Elisa Masters Espoo 2023","Elisa Masters Espoo 2023"
560038,"Polska Liga Esportowa 2023: Finals","PLE 2023: Finals"
576874,"ESL One Kuala Lumpur 2023 Southeast Asia Open Qualifier #1","ESL One Kuala Lumpur"
577549,"ESL One Kuala Lumpur 2023 Western Europe Open Qualifier #1","ESL One Kuala Lumpur"
578427,"ESL One Kuala Lumpur 2023 North America Open Qualifier #1","ESL One Kuala Lumpur"
578546,"ESL One Kuala Lumpur 2023 Eastern Europe Open Qualifier #1","ESL One Kuala Lumpur"
579258,"ESL One Kuala Lumpur 2023 South America Open Qualifier #1","ESL One Kuala Lumpur"
581126,"ESL One Kuala Lumpur 2023 Eastern Europe Closed Qualifier","ESL One Kuala Lumpur"
581127,"ESL One Kuala Lumpur 2023 MENA Closed Qualifier","ESL One Kuala Lumpur"
581508,"ESL One Kuala Lumpur 2023 Western Europe Closed Qualifier","ESL One Kuala Lumpur"
581583,"CBCS Invitational 2023","CBCS Invitational 2023"
581993,"ESL One Kuala Lumpur 2023 North America Closed Qualifier","ESL One Kuala Lumpur"
583986,"ESL Challenger at DreamHack Atlanta 2023: North American Open Qualifier","ESL Challenger at Dr"
584013,"ESL One Kuala Lumpur 2023 Southeast Asia Closed Qualifier","ESL One Kuala Lumpur"
584443,"ESL One Kuala Lumpur 2023 Eastern Europe Open Qualifier #2","ESL One Kuala Lumpur"
584456,"ESL One Kuala Lumpur 2023 Western Europe Open Qualifier #2","ESL One Kuala Lumpur"
585065,"ESL One Kuala Lumpur 2023 North America Open Qualifier #2","ESL One Kuala Lumpur"
585338,"ESL One Kuala Lumpur 2023 South America Open Qualifier #2","ESL One Kuala Lumpur"
586075,"Winter Cup 2023","Winter Cup 2023"
587475,"ESL Challenger at DreamHack Atlanta 2023: European Open Qualifier","ESL Challenger at Dr"
587476,"ESL Challenger at DreamHack Atlanta 2023: North American Qualifier","ESL Challenger at Dr"
587477,"ESL Challenger at DreamHack Atlanta 2023: Asian Open Qualifier","ESL Challenger at Dr"
588503,"ESL One Kuala Lumpur 2023 South America Closed Qualifier","ESL One Kuala Lumpur"
589649,"ESL One Kuala Lumpur 2023 China Closed Qualifier","ESL One Kuala Lumpur"
591727,"ESL Challenger at DreamHack Atlanta 2023: European Qualifier","ESL Challenger at Dr"
592510,"ESL Challenger at DreamHack Atlanta 2023: Asian Qualifier","ESL Challenger at Dr"
603953,"Europebet Cup 2023","Europebet Cup 2023"
606480,"ESL Impact Cash Cup: Europe - Autumn 2023 #5","ESL Impact Cash Cup:"
606585,"ESEA Cash Cup: Europe - Autumn 2023 #5","ESEA Cash Cup: Europ"
609648,"BLAST Premier: Fall Final 2023","BLAST Premier: Fall "
613791,"Svenska Elitserien Fall 2023","Svenska Elitserien F"
617226,"Circuito Retake Final 2023","Circuito Retake Final 2023"
620943,"ESL Challenger at DreamHack Winter 2023","ESL Challenger at Dr"
625796,"AOC XL Clash 2023","AOC XL Clash 2023"
641164,"ESL Mistrzostwa Polski Autumn 2023","ESL Mistrzostwa Pols"
641999,"ESL Meisterschaft: Autumn 2023","ESL Meisterschaft: A"
650048,"DreamHack Winter 2023 BYOC","DreamHack Winter 202"
650865,"Svenska Cupen 2023","Svenska Cupen 2023"
654466,"Polska Liga Esportowa 2023","Polska Liga Esportow"
669093,"Corsair Championship 2023","Corsair Championship"
671158,"La Coupe 2023","La Coupe 2023"
672061,"ESEA Cash Cup: North America - Autumn 2023 #6","ESEA Cash Cup: North"
675754,"ESEA Cash Cup: Europe - Autumn 2023 #6","ESEA Cash Cup: Europ"
675815,"ESL Impact Cash Cup: North America - Autumn 2023 #6","ESL Impact Cash Cup:"
686857,"Gamers Club Liga Série A: December 2023 (Playoffs only)","Gamers Club Liga Série A"
712356,"ESL One Kuala Lumpur 2023","ESL One Kuala Lumpur"
714586,"Dogmination Iberian Premier 2023","Dogmination Iberian "
719185,"Mythic Winter Cup 2023","Mythic Winter Cup 20"
722496,"Global Esports Games 2023","Global Esports Games"
725952,"BLAST Premier: World Final 2023","BLAST Premier: World"
727321,"Global Esports Games 2023: Women","Global Esports Games"
727335,"ESL Challenger at DreamHack Atlanta 2023","ESL Challenger at Dr"
727337,"Monsters Reloaded 2023","Monsters Reloaded 20"
727348,"FRAG Winter Battle Cup 2023","FRAG Winter Battle C"
727351,"ESEA Cash Cup: North America - Autumn 2023 #7","ESEA Cash Cup: North"
727352,"ESL Impact Cash Cup: North America - Autumn 2023 #7","ESL Impact Cash Cup:"
749332,"Xmas Cup 2023","Xmas Cup 2023"
757033,"eXTREMESLAND 2023","eXTREMESLAND 2023"
757081,"MESA Champions Winter 2023-2024","MESA Champions Winte"
